date,text,clean_review,tokens,lemmatized,processed_text,topic,sentiment_score,sentiment,topic_name,menu_item
2024-01-01,"We tried the millet onion uttapam (nice, though a little under-seasoned) and the millet masala dosa (excellent), plus a barnyard millet kheer. They also serve some millet-based beverages (sattu lemonade, a millet soup, etc) and some regular beverages: we had the filter coffee, which was good.",we tried the millet onion uttapam nice though a little underseasoned and the millet masala dosa excellent plus a barnyard millet kheer they also serve some milletbased beverages sattu lemonade a millet soup etc and some regular beverages we had the filter coffee which was good,"['tried', 'millet', 'onion', 'uttapam', 'though', 'little', 'underseasoned', 'millet', 'masala', 'dosa', 'excellent', 'plus', 'barnyard', 'millet', 'kheer', 'milletbased', 'beverages', 'sattu', 'lemonade', 'millet', 'soup', 'etc', 'regular', 'beverages', 'filter', 'coffee']","['millet', 'onion', 'uttapam', 'though', 'little', 'underseasoned', 'millet', 'masala', 'dosa', 'excellent', 'plus', 'barnyard', 'millet', 'kheer', 'milletbase', 'beverage', 'sattu', 'lemonade', 'millet', 'soup', 'etc', 'regular', 'beverage', 'filter', 'coffee']",millet onion uttapam though little underseasoned millet masala dosa excellent plus barnyard millet kheer milletbase beverage sattu lemonade millet soup etc regular beverage filter coffee,1,0.5719,Positive,Millet & Vegan Experience,coffee
2025-11-01,I had onion capsicum uttapam and Hot and sour soup was amazing and healthy free from maida gluten free corner in the city,i had onion capsicum uttapam and hot and sour soup was amazing and healthy free from maida gluten free corner in the city,"['onion', 'capsicum', 'uttapam', 'hot', 'sour', 'soup', 'healthy', 'free', 'maida', 'gluten', 'free', 'corner', 'city']","['onion', 'capsicum', 'uttapam', 'hot', 'sour', 'soup', 'healthy', 'free', 'maida', 'gluten', 'free', 'corner', 'city']",onion capsicum uttapam hot sour soup healthy free maida gluten free corner city,1,0.8519,Positive,Millet & Vegan Experience,corn
2025-11-01,"The millet food was good, healthy & tasty, me & my family enjoyed ragi pizza & avacado toast, high recommended. …More",the millet food was good healthy tasty me my family enjoyed ragi pizza avacado toast high recommended more,"['millet', 'healthy', 'tasty', 'family', 'enjoyed', 'ragi', 'pizza', 'avacado', 'toast', 'high', 'recommended']","['millet', 'healthy', 'tasty', 'family', 'enjoy', 'ragi', 'pizza', 'avacado', 'toast', 'high', 'recommend']",millet healthy tasty family enjoy ragi pizza avacado toast high recommend,1,0.8126,Positive,Millet & Vegan Experience,millet
2025-11-01,"The millet food was good, healthy & tasty, me & my family enjoyed ragi pizza & avacado toast, high recommended. …More",the millet food was good healthy tasty me my family enjoyed ragi pizza avacado toast high recommended more,"['millet', 'healthy', 'tasty', 'family', 'enjoyed', 'ragi', 'pizza', 'avacado', 'toast', 'high', 'recommended']","['millet', 'healthy', 'tasty', 'family', 'enjoy', 'ragi', 'pizza', 'avacado', 'toast', 'high', 'recommend']",millet healthy tasty family enjoy ragi pizza avacado toast high recommend,1,0.8126,Positive,Millet & Vegan Experience,pizza
2025-11-01,Very tasty millet food and authentic and healthy. They serve gluten free food. Awesome 👍👍👍👍,very tasty millet food and authentic and healthy they serve gluten free food awesome,"['tasty', 'millet', 'authentic', 'healthy', 'gluten', 'free']","['tasty', 'millet', 'authentic', 'healthy', 'gluten', 'free']",tasty millet authentic healthy gluten free,3,0.7184,Positive,Healthy & Vegan Options,millet
2024-05-01,A must try.. great food great ambience. Thnx for the service by Pradeep and Subroto. My personal recommendation is Penne Alfredo Pasta:) ....... Also the music in the background is amazing.,a must try great food great ambience thnx for the service by pradeep and subroto my personal recommendation is penne alfredo pasta also the music in the background is amazing,"['must', 'thnx', 'pradeep', 'subroto', 'personal', 'recommendation', 'penne', 'alfredo', 'pasta', 'music', 'background']","['must', 'thnx', 'pradeep', 'subroto', 'personal', 'recommendation', 'penne', 'alfredo', 'pasta', 'music', 'background']",must thnx pradeep subroto personal recommendation penne alfredo pasta music background,4,0.0,Neutral,Overall Experience & Ambience,pasta
2024-05-01,Food is good.we ordered Kodi drumsticks and basket mutton biryani. All are good. Thanks to Pradeep. He served well. We enjoyed here. Ambience is also very good.,food is goodwe ordered kodi drumsticks and basket mutton biryani all are good thanks to pradeep he served well we enjoyed here ambience is also very good,"['goodwe', 'ordered', 'kodi', 'drumsticks', 'basket', 'mutton', 'biryani', 'thanks', 'pradeep', 'served', 'enjoyed']","['goodwe', 'kodi', 'drumstick', 'basket', 'mutton', 'biryani', 'pradeep', 'enjoy']",goodwe kodi drumstick basket mutton biryani pradeep enjoy,4,0.4939,Positive,Overall Experience & Ambience,biryani
2024-05-01,Well after reading so many reviews finally visited this place...ambience was so good and coming to food crispy corn is nice. Tawa fish was ok... Basket Biryani disappointed us... biryani was ok but not flattering as they claimed.. Staff was polite and prompt especially pradeep and Suman.,well after reading so many reviews finally visited this placeambience was so good and coming to food crispy corn is nice tawa fish was ok basket biryani disappointed us biryani was ok but not flattering as they claimed staff was polite and prompt especially pradeep and suman,"['reading', 'many', 'reviews', 'finally', 'visited', 'placeambience', 'coming', 'crispy', 'corn', 'tawa', 'fish', 'basket', 'biryani', 'disappointed', 'biryani', 'flattering', 'claimed', 'polite', 'prompt', 'especially', 'pradeep', 'suman']","['read', 'many', 'review', 'finally', 'placeambience', 'come', 'crispy', 'corn', 'tawa', 'fish', 'basket', 'biryani', 'disappoint', 'biryani', 'flattering', 'claim', 'polite', 'prompt', 'especially', 'pradeep', 'suman']",read many review finally placeambience come crispy corn tawa fish basket biryani disappoint biryani flattering claim polite prompt especially pradeep suman,2,-0.1027,Negative,Biryani & Chicken Items,biryani
2024-05-01,Well after reading so many reviews finally visited this place...ambience was so good and coming to food crispy corn is nice. Tawa fish was ok... Basket Biryani disappointed us... biryani was ok but not flattering as they claimed.. Staff was polite and prompt especially pradeep and Suman.,well after reading so many reviews finally visited this placeambience was so good and coming to food crispy corn is nice tawa fish was ok basket biryani disappointed us biryani was ok but not flattering as they claimed staff was polite and prompt especially pradeep and suman,"['reading', 'many', 'reviews', 'finally', 'visited', 'placeambience', 'coming', 'crispy', 'corn', 'tawa', 'fish', 'basket', 'biryani', 'disappointed', 'biryani', 'flattering', 'claimed', 'polite', 'prompt', 'especially', 'pradeep', 'suman']","['read', 'many', 'review', 'finally', 'placeambience', 'come', 'crispy', 'corn', 'tawa', 'fish', 'basket', 'biryani', 'disappoint', 'biryani', 'flattering', 'claim', 'polite', 'prompt', 'especially', 'pradeep', 'suman']",read many review finally placeambience come crispy corn tawa fish basket biryani disappoint biryani flattering claim polite prompt especially pradeep suman,2,-0.1027,Negative,Biryani & Chicken Items,corn
2024-05-01,Food was very good. Soup was as expected. In starters we ordered honey chilli lotus stem and that is a must try for vegan ppl. Service was great. Frequent visits from Papiya to know our experience and also about the food was really impressive.,food was very good soup was as expected in starters we ordered honey chilli lotus stem and that is a must try for vegan ppl service was great frequent visits from papiya to know our experience and also about the food was really impressive,"['soup', 'expected', 'starters', 'ordered', 'honey', 'chilli', 'lotus', 'stem', 'must', 'vegan', 'ppl', 'frequent', 'visits', 'papiya', 'know', 'impressive']","['soup', 'expect', 'starter', 'honey', 'chilli', 'lotus', 'stem', 'must', 'vegan', 'ppl', 'frequent', 'papiya', 'know', 'impressive']",soup expect starter honey chilli lotus stem must vegan ppl frequent papiya know impressive,4,0.5106,Positive,Overall Experience & Ambience,vegan
2024-06-01,"We ordered corn cheese balls, manchow soup and paneer shashlik sizzler. The sizzler was stale. Paneer was smelling and the waiter was so impolite to even accept the mistake. Never going again",we ordered corn cheese balls manchow soup and paneer shashlik sizzler the sizzler was stale paneer was smelling and the waiter was so impolite to even accept the mistake never going again,"['ordered', 'corn', 'cheese', 'balls', 'manchow', 'soup', 'paneer', 'shashlik', 'sizzler', 'sizzler', 'stale', 'paneer', 'smelling', 'waiter', 'impolite', 'even', 'accept', 'mistake', 'never', 'going']","['corn', 'cheese', 'ball', 'manchow', 'soup', 'paneer', 'shashlik', 'sizzler', 'sizzler', 'stale', 'paneer', 'smell', 'waiter', 'impolite', 'even', 'accept', 'mistake', 'never']",corn cheese ball manchow soup paneer shashlik sizzler sizzler stale paneer smell waiter impolite even accept mistake never,0,-0.34,Negative,Menu & Food Variety,cheese
2024-06-01,"We ordered corn cheese balls, manchow soup and paneer shashlik sizzler. The sizzler was stale. Paneer was smelling and the waiter was so impolite to even accept the mistake. Never going again",we ordered corn cheese balls manchow soup and paneer shashlik sizzler the sizzler was stale paneer was smelling and the waiter was so impolite to even accept the mistake never going again,"['ordered', 'corn', 'cheese', 'balls', 'manchow', 'soup', 'paneer', 'shashlik', 'sizzler', 'sizzler', 'stale', 'paneer', 'smelling', 'waiter', 'impolite', 'even', 'accept', 'mistake', 'never', 'going']","['corn', 'cheese', 'ball', 'manchow', 'soup', 'paneer', 'shashlik', 'sizzler', 'sizzler', 'stale', 'paneer', 'smell', 'waiter', 'impolite', 'even', 'accept', 'mistake', 'never']",corn cheese ball manchow soup paneer shashlik sizzler sizzler stale paneer smell waiter impolite even accept mistake never,0,-0.34,Negative,Menu & Food Variety,paneer
2024-06-01,"We ordered corn cheese balls, manchow soup and paneer shashlik sizzler. The sizzler was stale. Paneer was smelling and the waiter was so impolite to even accept the mistake. Never going again",we ordered corn cheese balls manchow soup and paneer shashlik sizzler the sizzler was stale paneer was smelling and the waiter was so impolite to even accept the mistake never going again,"['ordered', 'corn', 'cheese', 'balls', 'manchow', 'soup', 'paneer', 'shashlik', 'sizzler', 'sizzler', 'stale', 'paneer', 'smelling', 'waiter', 'impolite', 'even', 'accept', 'mistake', 'never', 'going']","['corn', 'cheese', 'ball', 'manchow', 'soup', 'paneer', 'shashlik', 'sizzler', 'sizzler', 'stale', 'paneer', 'smell', 'waiter', 'impolite', 'even', 'accept', 'mistake', 'never']",corn cheese ball manchow soup paneer shashlik sizzler sizzler stale paneer smell waiter impolite even accept mistake never,0,-0.34,Negative,Menu & Food Variety,corn
2024-06-01,Food and ambience is fantastic.. Waiter Manav Maji was really quick in his service.. Cheese Balls is a must try starter as it was very scrumptious,food and ambience is fantastic waiter manav maji was really quick in his service cheese balls is a must try starter as it was very scrumptious,"['fantastic', 'waiter', 'manav', 'maji', 'quick', 'cheese', 'balls', 'must', 'starter', 'scrumptious']","['fantastic', 'waiter', 'manav', 'maji', 'quick', 'cheese', 'ball', 'must', 'starter', 'scrumptious']",fantastic waiter manav maji quick cheese ball must starter scrumptious,3,0.7717,Positive,Healthy & Vegan Options,cheese
2024-06-01,The best thing about this place is the food. My favorite go to dish here is definitely Alfredo Pasta although other items are good as well. And the service and behavior of the staff is top-notch. We we're attended by Mr. Soumen Das and he was extremely polite. Will definitely visit soon.,the best thing about this place is the food my favorite go to dish here is definitely alfredo pasta although other items are good as well and the service and behavior of the staff is topnotch we were attended by mr soumen das and he was extremely polite will definitely visit soon,"['thing', 'favorite', 'dish', 'alfredo', 'pasta', 'although', 'items', 'behavior', 'topnotch', 'attended', 'soumen', 'das', 'extremely', 'polite', 'soon']","['thing', 'favorite', 'dish', 'alfredo', 'pasta', 'although', 'item', 'behavior', 'topnotch', 'attend', 'soumen', 'das', 'extremely', 'polite', 'soon']",thing favorite dish alfredo pasta although item behavior topnotch attend soumen das extremely polite soon,2,0.4588,Positive,Biryani & Chicken Items,pasta
2024-06-01,"Food is really good. We had vegetarian items including paneer, mushroom and kofta. Additionally service from Papiya , Shuvro was really good.",food is really good we had vegetarian items including paneer mushroom and kofta additionally service from papiya shuvro was really good,"['vegetarian', 'items', 'including', 'paneer', 'mushroom', 'kofta', 'additionally', 'papiya', 'shuvro']","['vegetarian', 'item', 'include', 'paneer', 'mushroom', 'kofta', 'additionally', 'papiya', 'shuvro']",vegetarian item include paneer mushroom kofta additionally papiya shuvro,0,0.0,Neutral,Menu & Food Variety,paneer
2024-06-01,"Beautiful, cozy and classy at the same time, this place is truly recommended for your special days. With 15 percent corporate discounts, you can treat your cotorie well without burning a hole ur pocket. Also, the interior is done so well, you ll love the vibe. On the menu, honey chilli lotus stems, basket biryanis, sizzling brownies were my favourite. Also loved the tomato basil shorba, different from the creamy standards in other restaurants. I'm definitely making more visits to Beyond Flavours. Special mention to Papiya, our hostess for the evening, excellent service :)",beautiful cozy and classy at the same time this place is truly recommended for your special days with percent corporate discounts you can treat your cotorie well without burning a hole ur pocket also the interior is done so well you ll love the vibe on the menu honey chilli lotus stems basket biryanis sizzling brownies were my favourite also loved the tomato basil shorba different from the creamy standards in other restaurants im definitely making more visits to beyond flavours special mention to papiya our hostess for the evening excellent service,"['beautiful', 'cozy', 'classy', 'truly', 'recommended', 'special', 'days', 'percent', 'corporate', 'discounts', 'treat', 'cotorie', 'without', 'burning', 'hole', 'pocket', 'interior', 'done', 'love', 'vibe', 'menu', 'honey', 'chilli', 'lotus', 'stems', 'basket', 'biryanis', 'sizzling', 'brownies', 'favourite', 'loved', 'tomato', 'basil', 'shorba', 'different', 'creamy', 'standards', 'restaurants', 'making', 'visits', 'beyond', 'flavours', 'special', 'mention', 'papiya', 'hostess', 'evening', 'excellent']","['beautiful', 'cozy', 'classy', 'truly', 'recommend', 'special', 'day', 'percent', 'corporate', 'discount', 'treat', 'cotorie', 'without', 'burn', 'hole', 'pocket', 'interior', 'love', 'vibe', 'menu', 'honey', 'chilli', 'lotus', 'stem', 'basket', 'biryani', 'sizzle', 'brownie', 'favourite', 'love', 'tomato', 'basil', 'shorba', 'different', 'creamy', 'standard', 'beyond', 'flavour', 'special', 'mention', 'papiya', 'hostess', 'evening', 'excellent']",beautiful cozy classy truly recommend special day percent corporate discount treat cotorie without burn hole pocket interior love vibe menu honey chilli lotus stem basket biryani sizzle brownie favourite love tomato basil shorba different creamy standard beyond flavour special mention papiya hostess evening excellent,1,0.9854,Positive,Millet & Vegan Experience,biryani
2024-06-01,"We had our farewell feast here recently enjoyed very well very good management so does the boys who gave complimentary food and made us more happy
Food was perfect desserts, starters was wonderful",we had our farewell feast here recently enjoyed very well very good management so does the boys who gave complimentary food and made us more happy food was perfect desserts starters was wonderful,"['farewell', 'feast', 'recently', 'enjoyed', 'management', 'boys', 'gave', 'complimentary', 'made', 'happy', 'perfect', 'desserts', 'starters', 'wonderful']","['farewell', 'feast', 'recently', 'enjoy', 'management', 'boy', 'give', 'complimentary', 'happy', 'perfect', 'dessert', 'starter', 'wonderful']",farewell feast recently enjoy management boy give complimentary happy perfect dessert starter wonderful,3,0.9531,Positive,Healthy & Vegan Options,dessert
2024-06-01,"Short review: Decent breads and starters, bad Shaam Savera, a little screwed up daal makhni (but should be a one-off case)
Better ambience at night... And importantly good quantity!
I wanted to give a 2.5 but that's not an option ðŸ™ˆ
Extensive...
Ambience: It's better at night. Friends who had been here during the day didn't like it much. So if you prefer ambience, go at night!
Food! Ordered a Hara Bhara Kebab, Shaam Savera, Daal Makhni, rotis and raita (Yes! I'm a vegetarian ðŸ™ˆ)
The good part! Quantity ðŸ˜
I was excited to see Shaam Savera on their menu. But take it from me, you do not want to order it. It is no where close to what it should be. They messed it up real bad, especially the colors.
The daal makhni had big chunks of garlic cloves which spoiled it for me. It wasn't creamy too :(
The breads and raita were decent!
The Hara Bhara Kebabs were decent too, soft! They had an extra outer coating of peanuts. So if you're not a peanut fan on your kebabs, ask them to skip that step ðŸ™ˆ
Conclusion: It looked like they had made food in a hurry.
Would like to give this place another try hoping that mine was one of the odd cases. If things change, you'll know!",short review decent breads and starters bad shaam savera a little screwed up daal makhni but should be a oneoff case better ambience at night and importantly good quantity i wanted to give a but thats not an option extensive ambience its better at night friends who had been here during the day didnt like it much so if you prefer ambience go at night food ordered a hara bhara kebab shaam savera daal makhni rotis and raita yes im a vegetarian the good part quantity i was excited to see shaam savera on their menu but take it from me you do not want to order it it is no where close to what it should be they messed it up real bad especially the colors the daal makhni had big chunks of garlic cloves which spoiled it for me it wasnt creamy too the breads and raita were decent the hara bhara kebabs were decent too soft they had an extra outer coating of peanuts so if youre not a peanut fan on your kebabs ask them to skip that step conclusion it looked like they had made food in a hurry would like to give this place another try hoping that mine was one of the odd cases if things change youll know,"['short', 'review', 'decent', 'breads', 'starters', 'shaam', 'savera', 'little', 'screwed', 'daal', 'makhni', 'oneoff', 'case', 'better', 'night', 'importantly', 'quantity', 'wanted', 'give', 'thats', 'option', 'extensive', 'better', 'night', 'friends', 'day', 'didnt', 'prefer', 'night', 'ordered', 'hara', 'bhara', 'kebab', 'shaam', 'savera', 'daal', 'makhni', 'rotis', 'raita', 'yes', 'vegetarian', 'part', 'quantity', 'excited', 'see', 'shaam', 'savera', 'menu', 'want', 'close', 'messed', 'real', 'especially', 'colors', 'daal', 'makhni', 'big', 'chunks', 'garlic', 'cloves', 'spoiled', 'wasnt', 'creamy', 'breads', 'raita', 'decent', 'hara', 'bhara', 'kebabs', 'decent', 'soft', 'extra', 'outer', 'coating', 'peanuts', 'youre', 'peanut', 'fan', 'kebabs', 'ask', 'skip', 'step', 'conclusion', 'looked', 'made', 'hurry', 'would', 'give', 'another', 'hoping', 'mine', 'odd', 'cases', 'things', 'change', 'youll', 'know']","['short', 'review', 'decent', 'bread', 'starter', 'shaam', 'savera', 'little', 'screw', 'daal', 'makhni', 'oneoff', 'case', 'night', 'importantly', 'quantity', 'want', 'give', 'option', 'extensive', 'night', 'friend', 'day', 'prefer', 'night', 'hara', 'bhara', 'kebab', 'shaam', 'savera', 'daal', 'makhni', 'rotis', 'raita', 'yes', 'vegetarian', 'part', 'quantity', 'excited', 'see', 'shaam', 'savera', 'menu', 'want', 'close', 'mess', 'real', 'especially', 'color', 'daal', 'makhni', 'big', 'chunk', 'garlic', 'clove', 'spoil', 'creamy', 'bread', 'raita', 'decent', 'hara', 'bhara', 'kebab', 'decent', 'soft', 'extra', 'outer', 'coating', 'peanut', 'peanut', 'fan', 'kebab', 'ask', 'skip', 'step', 'conclusion', 'look', 'hurry', 'would', 'give', 'another', 'hop', 'mine', 'odd', 'case', 'thing', 'change', 'know']",short review decent bread starter shaam savera little screw daal makhni oneoff case night importantly quantity want give option extensive night friend day prefer night hara bhara kebab shaam savera daal makhni rotis raita yes vegetarian part quantity excited see shaam savera menu want close mess real especially color daal makhni big chunk garlic clove spoil creamy bread raita decent hara bhara kebab decent soft extra outer coating peanut peanut fan kebab ask skip step conclusion look hurry would give another hop mine odd case thing change know,4,0.8221,Positive,Overall Experience & Ambience,kebab
2024-07-01,Service experience was very good especially by Papiya. Food served was very good and tasty and they served it very well. I would like to visit Beyond again and will recommend it to friends for its food and its reasonable price.,service experience was very good especially by papiya food served was very good and tasty and they served it very well i would like to visit beyond again and will recommend it to friends for its food and its reasonable price,"['especially', 'papiya', 'served', 'tasty', 'served', 'would', 'beyond', 'recommend', 'friends', 'reasonable', 'price']","['especially', 'papiya', 'tasty', 'would', 'beyond', 'recommend', 'friend', 'reasonable', 'price']",especially papiya tasty would beyond recommend friend reasonable price,4,0.6908,Positive,Overall Experience & Ambience,rice
2024-07-01,"Service , Food and Ambiance was very nice. Staff was very humble while taking order and while serving food. Live music was like cherry on the cake",service food and ambiance was very nice staff was very humble while taking order and while serving food live music was like cherry on the cake,"['humble', 'taking', 'serving', 'live', 'music', 'cherry', 'cake']","['humble', 'live', 'music', 'cherry', 'cake']",humble live music cherry cake,4,0.0,Neutral,Overall Experience & Ambience,cake
2024-07-01,Staff are just polite and responsive. Food is the best part here. And it is better as ambience also awesome here. I met two persons here named Papiya and Shuvro who are the best at their services. Food items i liked here were Basket biryani and Kodi drum sticks. Finally just loved.,staff are just polite and responsive food is the best part here and it is better as ambience also awesome here i met two persons here named papiya and shuvro who are the best at their services food items i liked here were basket biryani and kodi drum sticks finally just loved,"['polite', 'responsive', 'part', 'better', 'met', 'two', 'persons', 'named', 'papiya', 'shuvro', 'services', 'items', 'liked', 'basket', 'biryani', 'kodi', 'drum', 'sticks', 'finally', 'loved']","['polite', 'responsive', 'part', 'meet', 'two', 'person', 'name', 'papiya', 'shuvro', 'item', 'basket', 'biryani', 'kodi', 'drum', 'stick', 'finally', 'love']",polite responsive part meet two person name papiya shuvro item basket biryani kodi drum stick finally love,2,0.7717,Positive,Biryani & Chicken Items,biryani
2024-07-01,"I came here with my parents. We ordered for Thai peneer tikka, kaju pulao and veg biryani. The kaju pulao and veg biryani were really good. This is a decent place to go with family. Shubro and papiya served well.",i came here with my parents we ordered for thai peneer tikka kaju pulao and veg biryani the kaju pulao and veg biryani were really good this is a decent place to go with family shubro and papiya served well,"['came', 'parents', 'ordered', 'thai', 'peneer', 'tikka', 'kaju', 'pulao', 'veg', 'biryani', 'kaju', 'pulao', 'veg', 'biryani', 'decent', 'family', 'shubro', 'papiya', 'served']","['come', 'parent', 'thai', 'peneer', 'tikka', 'kaju', 'pulao', 'veg', 'biryani', 'kaju', 'pulao', 'veg', 'biryani', 'decent', 'family', 'shubro', 'papiya']",come parent thai peneer tikka kaju pulao veg biryani kaju pulao veg biryani decent family shubro papiya,4,0.0,Neutral,Overall Experience & Ambience,biryani
2024-07-01,"My review of the place comes after multiple visits, that have spanned over 4 months. And now I can safely say that it's one of the good places around.
They're located near the Biodiversity signal, above Fabindia. There's ample parking for both two and four wheelers. The ambience is a bit dim after dark, and the seating is divided into various options, including a PDR section.
The menu design is in the shape of a bottle, and the array spans Continental, Chinese and Indian cuisines. Here's the list of things that I have tried, across all my visits

Panko Crumbed Mozzarella Sticks â¤ï¸ - Cheese sticks that are coated and fried. Pure cheese bliss.
Veg Lasagna â¤ï¸ - This place has one of the good Lasagne in the town.
Crispy Chilli Corn Kernels - The usual favourite, this one has a slightly different presentation here.
Makhmali Paneer Tikka -
Cottage Cheese Shashlik Sizzler
Italian Nachos - Nachos topped with red sauce and cheese, and baked in the dish.
Cheese and Cheese Pizza â¤ï¸ - Soft base pizza, loaded with cheese, and a few pieces of green olives.

I cannot stress enough on how I have loved all that I tried here. I have also tried out their lunch buffet. The variety may not be as elaborate as other places, but with the food quality and the discount that they offer for bulk bookings, it is at least a one-time try. But what I really adore here is their mocktails. Beyond Delight is an absolute delight! Also a fan of the Guava and Chilli, and Apple and Kiwi Night drinks.

The staff is ever so courteous. A special mention to Papiya and Shuvro, who were our attendants on the latest visit. The place has Zomato Gold 1+1, which further brings down their reasonable rates. A meal for two would roughly be around 700, that fills not only your tummy, but also you heart!",my review of the place comes after multiple visits that have spanned over months and now i can safely say that its one of the good places around theyre located near the biodiversity signal above fabindia theres ample parking for both two and four wheelers the ambience is a bit dim after dark and the seating is divided into various options including a pdr section the menu design is in the shape of a bottle and the array spans continental chinese and indian cuisines heres the list of things that i have tried across all my visits panko crumbed mozzarella sticks cheese sticks that are coated and fried pure cheese bliss veg lasagna this place has one of the good lasagne in the town crispy chilli corn kernels the usual favourite this one has a slightly different presentation here makhmali paneer tikka cottage cheese shashlik sizzler italian nachos nachos topped with red sauce and cheese and baked in the dish cheese and cheese pizza soft base pizza loaded with cheese and a few pieces of green olives i cannot stress enough on how i have loved all that i tried here i have also tried out their lunch buffet the variety may not be as elaborate as other places but with the food quality and the discount that they offer for bulk bookings it is at least a onetime try but what i really adore here is their mocktails beyond delight is an absolute delight also a fan of the guava and chilli and apple and kiwi night drinks the staff is ever so courteous a special mention to papiya and shuvro who were our attendants on the latest visit the place has zomato gold which further brings down their reasonable rates a meal for two would roughly be around that fills not only your tummy but also you heart,"['review', 'comes', 'multiple', 'visits', 'spanned', 'months', 'safely', 'say', 'places', 'around', 'theyre', 'located', 'near', 'biodiversity', 'signal', 'fabindia', 'theres', 'ample', 'parking', 'two', 'four', 'wheelers', 'bit', 'dim', 'dark', 'seating', 'divided', 'various', 'options', 'including', 'pdr', 'section', 'menu', 'design', 'shape', 'bottle', 'array', 'spans', 'continental', 'chinese', 'indian', 'cuisines', 'heres', 'list', 'things', 'tried', 'across', 'visits', 'panko', 'crumbed', 'mozzarella', 'sticks', 'cheese', 'sticks', 'coated', 'fried', 'pure', 'cheese', 'bliss', 'veg', 'lasagna', 'lasagne', 'town', 'crispy', 'chilli', 'corn', 'kernels', 'usual', 'favourite', 'slightly', 'different', 'presentation', 'makhmali', 'paneer', 'tikka', 'cottage', 'cheese', 'shashlik', 'sizzler', 'italian', 'nachos', 'nachos', 'topped', 'red', 'sauce', 'cheese', 'baked', 'dish', 'cheese', 'cheese', 'pizza', 'soft', 'base', 'pizza', 'loaded', 'cheese', 'pieces', 'green', 'olives', 'stress', 'enough', 'loved', 'tried', 'tried', 'lunch', 'buffet', 'variety', 'may', 'elaborate', 'places', 'quality', 'discount', 'offer', 'bulk', 'bookings', 'least', 'onetime', 'adore', 'mocktails', 'beyond', 'delight', 'absolute', 'delight', 'fan', 'guava', 'chilli', 'apple', 'kiwi', 'night', 'drinks', 'ever', 'courteous', 'special', 'mention', 'papiya', 'shuvro', 'attendants', 'latest', 'zomato', 'gold', 'brings', 'reasonable', 'rates', 'meal', 'two', 'would', 'roughly', 'around', 'fills', 'tummy', 'heart']","['review', 'come', 'multiple', 'span', 'month', 'safely', 'say', 'around', 'locate', 'near', 'biodiversity', 'signal', 'fabindia', 'ample', 'parking', 'two', 'four', 'wheeler', 'bit', 'dim', 'dark', 'seating', 'divide', 'various', 'option', 'include', 'pdr', 'section', 'menu', 'design', 'shape', 'bottle', 'array', 'span', 'continental', 'chinese', 'indian', 'cuisine', 'list', 'thing', 'across', 'panko', 'crumb', 'mozzarella', 'stick', 'cheese', 'stick', 'coat', 'fry', 'pure', 'cheese', 'bliss', 'veg', 'lasagna', 'lasagne', 'town', 'crispy', 'chilli', 'corn', 'kernel', 'usual', 'favourite', 'slightly', 'different', 'presentation', 'makhmali', 'paneer', 'tikka', 'cottage', 'cheese', 'shashlik', 'sizzler', 'italian', 'nachos', 'nachos', 'top', 'red', 'sauce', 'cheese', 'bake', 'dish', 'cheese', 'cheese', 'pizza', 'soft', 'base', 'pizza', 'load', 'cheese', 'piece', 'green', 'olive', 'stress', 'enough', 'love', 'lunch', 'buffet', 'variety', 'may', 'elaborate', 'quality', 'discount', 'offer', 'bulk', 'booking', 'least', 'onetime', 'adore', 'mocktail', 'beyond', 'delight', 'absolute', 'delight', 'fan', 'guava', 'chilli', 'apple', 'kiwi', 'night', 'drink', 'ever', 'courteous', 'special', 'mention', 'papiya', 'shuvro', 'attendant', 'late', 'zomato', 'gold', 'far', 'bring', 'reasonable', 'rate', 'meal', 'two', 'would', 'roughly', 'around', 'fill', 'tummy', 'heart']",review come multiple span month safely say around locate near biodiversity signal fabindia ample parking two four wheeler bit dim dark seating divide various option include pdr section menu design shape bottle array span continental chinese indian cuisine list thing across panko crumb mozzarella stick cheese stick coat fry pure cheese bliss veg lasagna lasagne town crispy chilli corn kernel usual favourite slightly different presentation makhmali paneer tikka cottage cheese shashlik sizzler italian nachos nachos top red sauce cheese bake dish cheese cheese pizza soft base pizza load cheese piece green olive stress enough love lunch buffet variety may elaborate quality discount offer bulk booking least onetime adore mocktail beyond delight absolute delight fan guava chilli apple kiwi night drink ever courteous special mention papiya shuvro attendant late zomato gold far bring reasonable rate meal two would roughly around fill tummy heart,0,0.9872,Positive,Menu & Food Variety,cheese
